step,congestion_detected,congestion_event_count,congestion_events,controller_threshold,cwnd,host_available_bandwidth,host_packets_dropped,host_queue_occupancy,host_queue_occupancy_ratio,local_app_load,local_bandwidth_used,local_is_throttled,network_loss_rate,network_packets_dropped,network_queue_length,nic_occupancy,nic_occupancy_ratio,nic_packets_dropped,packets_acked,packets_inflight,packets_sent,rtt
12,0,0,0,100,106,4.999999999999999,0,42,0.21,0.9,90.0,0,0.01,2,56,0,0.0,0,80,100,180,10
13,0,0,0,100,108,4.999999999999999,0,52,0.26,0.9,90.0,0,0.01,2,48,0,0.0,0,84,102,186,10
14,0,0,0,100,110,4.999999999999999,0,61,0.305,0.9,90.0,0,0.01,2,41,0,0.0,0,88,104,192,10
15,0,0,0,100,112,4.999999999999999,0,68,0.34,0.9,90.0,0,0.01,2,36,0,0.0,0,92,106,198,10
16,0,0,0,100,114,4.999999999999999,0,74,0.37,0.9,90.0,0,0.01,2,32,0,0.0,0,96,108,204,10
17,0,0,0,100,116,4.999999999999999,0,78,0.39,0.9,90.0,0,0.01,2,30,0,0.0,0,100,110,210,10
18,0,0,0,100,118,4.999999999999999,0,80,0.4,0.9,90.0,0,0.01,2,30,0,0.0,0,104,112,216,10
19,0,0,0,100,120,4.999999999999999,0,82,0.41,0.9,90.0,0,0.01,2,30,0,0.0,0,108,114,222,10
20,0,0,0,100,122,4.999999999999999,0,84,0.42,0.9,90.0,0,0.01,2,30,0,0.0,0,112,116,228,10
21,0,0,0,100,124,4.999999999999999,0,86,0.43,0.9,90.0,0,0.01,2,30,0,0.0,0,116,118,234,10
22,0,0,0,100,126,4.999999999999999,0,88,0.44,0.9,90.0,0,0.01,2,30,0,0.0,0,120,120,240,10
23,0,0,0,100,128,4.999999999999999,0,90,0.45,0.9,90.0,0,0.01,2,30,0,0.0,0,124,122,246,10
24,0,0,0,100,130,4.999999999999999,0,92,0.46,0.9,90.0,0,0.01,2,30,0,0.0,0,128,124,252,10
25,0,0,0,100,132,4.999999999999999,0,94,0.47,0.9,90.0,0,0.01,2,30,0,0.0,0,132,126,258,10
26,0,0,0,100,134,4.999999999999999,0,96,0.48,0.9,90.0,0,0.01,2,30,0,0.0,0,136,128,264,10
27,0,0,0,100,136,4.999999999999999,0,98,0.49,0.9,90.0,0,0.01,2,30,0,0.0,0,140,130,270,10
28,0,0,0,100,138,4.999999999999999,0,99,0.495,0.9,90.0,0,0.01,3,30,0,0.0,0,144,132,276,10
29,0,0,0,100,140,4.999999999999999,0,101,0.505,0.9,90.0,0,0.01,3,30,0,0.0,0,148,134,282,10
30,0,0,0,100,142,4.999999999999999,0,103,0.515,0.9,90.0,0,0.01,3,30,0,0.0,0,152,136,288,10
31,0,0,0,100,144,4.999999999999999,0,104,0.52,0.9,90.0,0,0.01,4,30,0,0.0,0,156,138,294,10
32,0,0,0,100,146,4.999999999999999,0,105,0.525,0.9,90.0,0,0.01,5,30,0,0.0,0,160,140,300,10
33,0,0,0,100,148,4.999999999999999,0,107,0.535,0.9,90.0,0,0.01,5,30,0,0.0,0,164,142,306,10
34,0,0,0,100,150,4.999999999999999,0,109,0.545,0.9,90.0,0,0.01,5,30,0,0.0,0,168,144,312,10
35,0,0,0,100,152,4.999999999999999,0,111,0.555,0.9,90.0,0,0.01,5,30,0,0.0,0,172,146,318,10
36,0,0,0,100,154,4.999999999999999,0,113,0.565,0.9,90.0,0,0.01,5,30,0,0.0,0,176,148,324,10
37,0,0,0,100,156,4.999999999999999,0,115,0.575,0.9,90.0,0,0.01,5,30,0,0.0,0,180,150,330,10
38,0,0,0,100,158,4.999999999999999,0,117,0.585,0.9,90.0,0,0.01,5,30,0,0.0,0,184,152,336,10
39,0,0,0,100,160,4.999999999999999,0,119,0.595,0.9,90.0,0,0.01,5,30,0,0.0,0,188,154,342,10
40,0,0,0,100,162,4.999999999999999,0,121,0.605,0.9,90.0,0,0.01,5,30,0,0.0,0,192,156,348,10
41,0,0,0,100,164,4.999999999999999,0,123,0.615,0.9,90.0,0,0.01,5,30,0,0.0,0,196,158,354,10
42,0,0,0,100,166,4.999999999999999,0,124,0.62,0.9,90.0,0,0.01,6,30,0,0.0,0,200,160,360,10
43,0,0,0,100,168,4.999999999999999,0,126,0.63,0.9,90.0,0,0.01,6,30,0,0.0,0,204,162,366,10
44,0,0,0,100,170,4.999999999999999,0,128,0.64,0.9,90.0,0,0.01,6,30,0,0.0,0,208,164,372,10
45,0,0,0,100,172,4.999999999999999,0,130,0.65,0.9,90.0,0,0.01,6,30,0,0.0,0,212,166,378,10
46,0,0,0,100,174,4.999999999999999,0,132,0.66,0.9,90.0,0,0.01,6,30,0,0.0,0,216,168,384,10
47,0,0,0,100,176,4.999999999999999,0,134,0.67,0.9,90.0,0,0.01,6,30,0,0.0,0,220,170,390,10
48,0,0,0,100,178,4.999999999999999,0,136,0.68,0.9,90.0,0,0.01,6,30,0,0.0,0,224,172,396,10
49,0,0,0,100,180,4.999999999999999,0,138,0.69,0.9,90.0,0,0.01,6,30,0,0.0,0,228,174,402,10
50,0,0,0,100,182,4.999999999999999,0,139,0.695,0.9,90.0,0,0.01,7,30,0,0.0,0,232,176,408,10
51,0,0,0,100,184,4.999999999999999,0,141,0.705,0.9,90.0,0,0.01,7,30,0,0.0,0,236,178,414,10
52,0,0,0,100,186,4.999999999999999,0,143,0.715,0.9,90.0,0,0.01,7,30,0,0.0,0,240,180,420,10
53,0,0,0,100,188,4.999999999999999,0,145,0.725,0.9,90.0,0,0.01,7,30,0,0.0,0,244,182,426,10
54,0,0,0,100,190,4.999999999999999,0,147,0.735,0.9,90.0,0,0.01,7,30,0,0.0,0,248,184,432,10
55,0,0,0,100,192,4.999999999999999,0,149,0.745,0.9,90.0,0,0.01,7,30,0,0.0,0,252,186,438,10
56,0,0,0,100,194,4.999999999999999,0,151,0.755,0.9,90.0,0,0.01,7,30,0,0.0,0,256,188,444,10
57,0,0,0,100,196,4.999999999999999,0,153,0.765,0.9,90.0,0,0.01,7,30,0,0.0,0,260,190,450,10
58,0,0,0,100,198,4.999999999999999,0,154,0.77,0.9,90.0,0,0.01,8,30,0,0.0,0,264,192,456,10
59,0,0,0,100,200,4.999999999999999,0,156,0.78,0.9,90.0,0,0.01,8,30,0,0.0,0,268,194,462,10
60,0,0,0,100,202,4.999999999999999,0,158,0.79,0.9,90.0,0,0.01,8,30,0,0.0,0,272,196,468,10
61,0,0,0,100,204,4.999999999999999,0,160,0.8,0.9,90.0,0,0.01,8,30,0,0.0,0,276,198,474,10
62,0,0,0,100,206,4.999999999999999,0,162,0.81,0.9,90.0,0,0.01,8,30,0,0.0,0,280,200,480,10
63,0,0,0,100,208,4.999999999999999,0,164,0.82,0.9,90.0,0,0.01,8,30,0,0.0,0,284,202,486,10
64,0,0,0,100,210,4.999999999999999,0,166,0.83,0.9,90.0,0,0.01,8,30,0,0.0,0,288,204,492,10
65,0,0,0,100,212,4.999999999999999,0,168,0.84,0.9,90.0,0,0.01,8,30,0,0.0,0,292,206,498,10
66,0,0,0,100,214,4.999999999999999,0,170,0.85,0.9,90.0,0,0.01,8,30,0,0.0,0,296,208,504,10
67,0,0,0,100,216,4.999999999999999,0,172,0.86,0.9,90.0,0,0.01,8,30,0,0.0,0,300,210,510,10
68,0,0,0,100,218,4.999999999999999,0,174,0.87,0.9,90.0,0,0.01,8,30,0,0.0,0,304,212,516,10
69,0,0,0,100,220,4.999999999999999,0,176,0.88,0.9,90.0,0,0.01,8,30,0,0.0,0,308,214,522,10
70,0,0,0,100,222,4.999999999999999,0,178,0.89,0.9,90.0,0,0.01,8,30,0,0.0,0,312,216,528,10
71,0,0,0,100,224,4.999999999999999,0,180,0.9,0.9,90.0,0,0.01,8,30,0,0.0,0,316,218,534,10
72,0,0,0,100,226,4.999999999999999,0,182,0.91,0.9,90.0,0,0.01,8,30,0,0.0,0,320,220,540,10
73,0,0,0,100,228,4.999999999999999,0,184,0.92,0.9,90.0,0,0.01,8,30,0,0.0,0,324,222,546,10
74,0,0,0,100,230,4.999999999999999,0,186,0.93,0.9,90.0,0,0.01,8,30,0,0.0,0,328,224,552,10
75,0,0,0,100,232,4.999999999999999,0,188,0.94,0.9,90.0,0,0.01,8,30,0,0.0,0,332,226,558,10
76,0,0,0,100,234,4.999999999999999,0,190,0.95,0.9,90.0,0,0.01,8,30,0,0.0,0,336,228,564,10
77,0,0,0,100,236,4.999999999999999,0,192,0.96,0.9,90.0,0,0.01,8,30,0,0.0,0,340,230,570,10
78,0,0,0,100,238,4.999999999999999,0,194,0.97,0.9,90.0,0,0.01,8,30,0,0.0,0,344,232,576,10
79,0,0,0,100,240,4.999999999999999,0,196,0.98,0.9,90.0,0,0.01,8,30,0,0.0,0,348,234,582,10
80,0,0,1,100,144,4.999999999999999,2,196,0.98,0.9,90.0,0,0.01,8,30,0,0.0,0,352,236,588,10
81,0,0,2,100,86,4.999999999999999,4,196,0.98,0.9,90.0,0,0.01,8,24,0,0.0,0,356,232,588,10
82,0,0,3,100,51,4.999999999999999,6,196,0.98,0.9,90.0,0,0.01,8,18,0,0.0,0,360,228,588,10
83,0,0,4,100,30,4.999999999999999,8,196,0.98,0.9,90.0,0,0.01,8,12,0,0.0,0,364,224,588,10
84,0,0,5,100,18,4.999999999999999,10,196,0.98,0.9,90.0,0,0.01,8,6,0,0.0,0,368,220,588,10
85,0,0,6,100,10,4.999999999999999,12,196,0.98,0.9,90.0,0,0.01,8,0,0,0.0,0,372,216,588,10
86,0,0,6,100,12,4.999999999999999,12,192,0.96,0.9,90.0,0,0.01,8,0,0,0.0,0,376,212,588,10
87,0,0,6,100,14,4.999999999999999,12,188,0.94,0.9,90.0,0,0.01,8,0,0,0.0,0,380,208,588,10
88,0,0,6,100,16,4.999999999999999,12,184,0.92,0.9,90.0,0,0.01,8,0,0,0.0,0,384,204,588,10
89,0,0,6,100,18,4.999999999999999,12,180,0.9,0.9,90.0,0,0.01,8,0,0,0.0,0,388,200,588,10
90,0,0,6,100,20,4.999999999999999,12,176,0.88,0.9,90.0,0,0.01,8,0,0,0.0,0,392,196,588,10
91,0,0,6,100,22,4.999999999999999,12,172,0.86,0.9,90.0,0,0.01,8,0,0,0.0,0,396,192,588,10
92,0,0,6,100,24,4.999999999999999,12,168,0.84,0.9,90.0,0,0.01,8,0,0,0.0,0,400,188,588,10
93,0,0,6,100,26,4.999999999999999,12,164,0.82,0.9,90.0,0,0.01,8,0,0,0.0,0,404,184,588,10
94,0,0,6,100,28,4.999999999999999,12,160,0.8,0.9,90.0,0,0.01,8,0,0,0.0,0,408,180,588,10
95,0,0,6,100,30,4.999999999999999,12,156,0.78,0.9,90.0,0,0.01,8,0,0,0.0,0,412,176,588,10
96,0,0,6,100,32,4.999999999999999,12,152,0.76,0.9,90.0,0,0.01,8,0,0,0.0,0,416,172,588,10
97,0,0,6,100,34,4.999999999999999,12,148,0.74,0.9,90.0,0,0.01,8,0,0,0.0,0,420,168,588,10
98,0,0,6,100,36,4.999999999999999,12,144,0.72,0.9,90.0,0,0.01,8,0,0,0.0,0,424,164,588,10
99,0,0,6,100,38,4.999999999999999,12,140,0.7,0.9,90.0,0,0.01,8,0,0,0.0,0,428,160,588,10
